dataset,nlist,nprobe,opt_level,simi_ratio,tri,tri_large,subnn_L2,subnn_IP,simi_update_rate,check_L2,check_IP,time_speedup,pruning_speedup,query_time,recall,r2
contriever-768,994,192,1,1.0000000,0,0,0,0,0.0001546,0.0000000,0.0000000,0.0000000,1.0000000,73.2254768800000022,0.9946999549865723,0.0001497268676758
contriever-768,994,192,7,1.0000000,0,0,2186764,135762,0.0001547,0.0016780,0.0005251,0.0000000,1.0008935,77.1786886370000076,0.9946999549865723,0.0001497268676758
contriever-768,994,224,0,1.0000000,0,0,0,0,0.0001328,0.0000000,0.0000000,0.0000000,1.0000000,85.3787156990000113,0.9959200024604797,0.0001112222671509
contriever-768,994,224,1,1.0000000,0,0,0,0,0.0001328,0.0000000,0.0000000,0.0000000,1.0000000,85.1719285130000117,0.9959200024604797,0.0001112222671509
contriever-768,994,224,7,1.0000000,0,0,2560373,166163,0.0001330,0.0016765,0.0005209,0.0000000,1.0009011,89.4492722200000117,0.9959200024604797,0.0001112222671509
contriever-768,994,256,0,1.0000000,0,0,0,0,0.0001166,0.0000000,0.0000000,0.0000000,1.0000000,97.3338344620000129,0.9967899918556213,0.0000832080841064
contriever-768,994,256,1,1.0000000,0,0,0,0,0.0001166,0.0000000,0.0000000,0.0000000,1.0000000,96.9086394910000024,0.9967899918556213,0.0000832080841064
contriever-768,994,256,7,1.0000000,0,0,2936676,198122,0.0001167,0.0016766,0.0005187,0.0000000,1.0009087,102.2682454800000045,0.9967899918556213,0.0000832080841064
contriever-768,994,512,0,1.0000000,0,0,0,0,0.0000602,0.0000000,0.0000000,0.0000000,1.0000000,188.2554519230000096,0.9995399713516235,0.0000096559524536
contriever-768,994,512,1,1.0000000,0,0,0,0,0.0000602,0.0000000,0.0000000,0.0000000,1.0000000,188.7274773990000085,0.9995399713516235,0.0000096559524536
contriever-768,994,512,7,1.0000000,0,0,5936049,471120,0.0000602,0.0016980,0.0005214,0.0000000,1.0009583,199.6783029370000122,0.9995399713516235,0.0000096559524536
