dataset,method,bit,efsearch,recall,per_query_us
gist-960-euclidean,hnsw,9,40,3934.86,0.6721
gist-960-euclidean,hnsw,9,50,3353.82,0.7154
gist-960-euclidean,hnsw,9,60,1441.65,0.749
gist-960-euclidean,hnsw,9,80,2149.86,0.7967
gist-960-euclidean,hnsw,9,100,2004.06,0.8269
gist-960-euclidean,hnsw,9,150,1428.61,0.8775
gist-960-euclidean,hnsw,9,170,1313.37,0.8894
gist-960-euclidean,hnsw,9,190,1197.63,0.9013
gist-960-euclidean,hnsw,9,200,1150.94,0.9066
gist-960-euclidean,hnsw,9,250,937.65,0.9241
gist-960-euclidean,hnsw,9,300,801.158,0.9387
gist-960-euclidean,hnsw,9,400,620.625,0.9534
gist-960-euclidean,hnsw,9,500,508.671,0.9626
gist-960-euclidean,hnsw,9,600,433.299,0.9688
gist-960-euclidean,hnsw,9,700,375.568,0.9728
gist-960-euclidean,hnsw,9,800,331.494,0.9756
gist-960-euclidean,hnsw,9,1000,271.868,0.9787
gist-960-euclidean,hnsw,9,1500,183.577,0.9833
gist-960-euclidean,hnsw,9,2000,142.657,0.9846
gist-960-euclidean,hnsw,9,2500,114.107,0.9856
gist-960-euclidean,hnsw,9,3000,95.0439,0.9865
glove-200-angular,hnsw,9,10,25088.7,0.36966
glove-200-angular,hnsw,9,20,17254.5,0.48971
glove-200-angular,hnsw,9,40,11248.4,0.59325
glove-200-angular,hnsw,9,50,9546.57,0.6225
glove-200-angular,hnsw,9,60,8322.95,0.64574
glove-200-angular,hnsw,9,80,6571.83,0.68
glove-200-angular,hnsw,9,100,5436.67,0.70459
glove-200-angular,hnsw,9,150,3691.94,0.7425
glove-200-angular,hnsw,9,170,3278.64,0.75384
glove-200-angular,hnsw,9,190,2871.06,0.76342
glove-200-angular,hnsw,9,200,2721.84,0.76751
glove-200-angular,hnsw,9,250,2160.62,0.78292
glove-200-angular,hnsw,9,300,1768.09,0.79466
glove-200-angular,hnsw,9,400,1270.37,0.81093
glove-200-angular,hnsw,9,500,1015.33,0.82175
glove-200-angular,hnsw,9,600,811.559,0.8298
glove-200-angular,hnsw,9,700,671.916,0.83609
glove-200-angular,hnsw,9,800,596.276,0.84096
glove-200-angular,hnsw,9,1000,458.339,0.85026
glove-200-angular,hnsw,9,1500,295.305,0.86395
glove-200-angular,hnsw,9,2000,209.175,0.87281
glove-200-angular,hnsw,9,2500,160.434,0.87815
glove-200-angular,hnsw,9,3000,141.439,0.88192
instructorxl-arxiv-768,hnsw,9,10,8305.7,0.7421
instructorxl-arxiv-768,hnsw,9,20,6407.97,0.8507
instructorxl-arxiv-768,hnsw,9,40,4561.75,0.924
instructorxl-arxiv-768,hnsw,9,50,4055.17,0.939
instructorxl-arxiv-768,hnsw,9,60,3582.06,0.9525
instructorxl-arxiv-768,hnsw,9,80,2845.48,0.9648
instructorxl-arxiv-768,hnsw,9,100,2480.29,0.9721
instructorxl-arxiv-768,hnsw,9,150,1789.98,0.9829
instructorxl-arxiv-768,hnsw,9,170,1632.05,0.9847
instructorxl-arxiv-768,hnsw,9,190,1493.67,0.9868
instructorxl-arxiv-768,hnsw,9,200,1436.77,0.9875
instructorxl-arxiv-768,hnsw,9,250,1188.75,0.9902
instructorxl-arxiv-768,hnsw,9,300,1010.43,0.9918
instructorxl-arxiv-768,hnsw,9,400,779.881,0.9934
instructorxl-arxiv-768,hnsw,9,500,635.4,0.9942
instructorxl-arxiv-768,hnsw,9,600,543.085,0.9946
instructorxl-arxiv-768,hnsw,9,700,468.498,0.9947
instructorxl-arxiv-768,hnsw,9,800,413.149,0.9949
instructorxl-arxiv-768,hnsw,9,1000,335.816,0.9951
instructorxl-arxiv-768,hnsw,9,1500,227.672,0.9956
instructorxl-arxiv-768,hnsw,9,2000,172.082,0.9956
instructorxl-arxiv-768,hnsw,9,2500,136.641,0.9957
instructorxl-arxiv-768,hnsw,9,3000,112.387,0.996
msong-420,hnsw,9,10,15707.7,0.7516
msong-420,hnsw,9,20,11846.4,0.8679
msong-420,hnsw,9,40,8127.82,0.9457
msong-420,hnsw,9,50,7144.42,0.9581
msong-420,hnsw,9,60,6247.43,0.9667
msong-420,hnsw,9,80,4705.12,0.9752
msong-420,hnsw,9,100,3410.71,0.9797
msong-420,hnsw,9,150,2116.23,0.9854
msong-420,hnsw,9,170,2606.9,0.9864
msong-420,hnsw,9,190,2749.78,0.9875
msong-420,hnsw,9,200,2657.87,0.9877
msong-420,hnsw,9,250,2231.28,0.9892
msong-420,hnsw,9,300,1932.66,0.9901
msong-420,hnsw,9,400,1520.12,0.9904
msong-420,hnsw,9,500,1251.95,0.9911
msong-420,hnsw,9,600,1062.92,0.9912
msong-420,hnsw,9,700,928.976,0.9913
msong-420,hnsw,9,800,819.789,0.9914
msong-420,hnsw,9,1000,667.291,0.9915
msong-420,hnsw,9,1500,457.112,0.9917
msong-420,hnsw,9,2000,342.842,0.9918
msong-420,hnsw,9,2500,278.157,0.9918
msong-420,hnsw,9,3000,230.755,0.9918
openai-1536-angular,hnsw,9,10,4976.66,0.7557
openai-1536-angular,hnsw,9,20,3698.8,0.8589
openai-1536-angular,hnsw,9,40,1244.39,0.9254
openai-1536-angular,hnsw,9,50,1852.27,0.9385
openai-1536-angular,hnsw,9,60,1898.51,0.9492
openai-1536-angular,hnsw,9,80,1544.96,0.9596
openai-1536-angular,hnsw,9,100,1361.59,0.9675
openai-1536-angular,hnsw,9,150,995.625,0.9804
openai-1536-angular,hnsw,9,170,908.458,0.9829
openai-1536-angular,hnsw,9,190,833.956,0.9855
openai-1536-angular,hnsw,9,200,800.92,0.986
openai-1536-angular,hnsw,9,250,666.906,0.9878
openai-1536-angular,hnsw,9,300,570.984,0.9906
openai-1536-angular,hnsw,9,400,448.346,0.992
openai-1536-angular,hnsw,9,500,368.31,0.9924
openai-1536-angular,hnsw,9,600,314.014,0.9933
openai-1536-angular,hnsw,9,700,272.974,0.9937
openai-1536-angular,hnsw,9,800,241.712,0.9944
openai-1536-angular,hnsw,9,1000,197.534,0.9953
openai-1536-angular,hnsw,9,1500,134.958,0.996
openai-1536-angular,hnsw,9,2000,103.317,0.9964
openai-1536-angular,hnsw,9,2500,82.9524,0.997
openai-1536-angular,hnsw,9,3000,69.687,0.9972
sift-128-euclidean,hnsw,9,10,22769.1,0.70668
sift-128-euclidean,hnsw,9,20,13311.3,0.83491
sift-128-euclidean,hnsw,9,40,10034.6,0.92278
sift-128-euclidean,hnsw,9,50,9193.88,0.94171
sift-128-euclidean,hnsw,9,60,8113.58,0.95406
sift-128-euclidean,hnsw,9,80,6576.9,0.96869
sift-128-euclidean,hnsw,9,100,5570.16,0.97679
sift-128-euclidean,hnsw,9,150,3940.29,0.9856
sift-128-euclidean,hnsw,9,170,3539.63,0.98727
sift-128-euclidean,hnsw,9,190,3210.55,0.98845
sift-128-euclidean,hnsw,9,200,3067.69,0.98892
sift-128-euclidean,hnsw,9,250,2528.89,0.99059
sift-128-euclidean,hnsw,9,300,2122.67,0.99137
sift-128-euclidean,hnsw,9,400,1628.95,0.99212
sift-128-euclidean,hnsw,9,500,1302.63,0.99243
sift-128-euclidean,hnsw,9,600,1089.58,0.99264
sift-128-euclidean,hnsw,9,700,926.532,0.99276
sift-128-euclidean,hnsw,9,800,802.946,0.99286
sift-128-euclidean,hnsw,9,1000,645.656,0.99292
sift-128-euclidean,hnsw,9,1500,412.746,0.99303
sift-128-euclidean,hnsw,9,2000,311.481,0.99303
sift-128-euclidean,hnsw,9,2500,241.231,0.99303
sift-128-euclidean,hnsw,9,3000,195.673,0.99303
