dataset,method,bit,efsearch,recall,per_query_us
deep-image-96-angular,ivf,9,360,499.13,0.992077
deep-image-96-angular,ivf,9,400,463.803,0.992853
deep-image-96-angular,ivf,9,500,395.772,0.994147
deep-image-96-angular,ivf,9,600,347.867,0.99491
deep-image-96-angular,ivf,9,700,310.458,0.995385
deep-image-96-angular,ivf,9,800,280.751,0.995685
deep-image-96-angular,ivf,9,900,256.115,0.995872
deep-image-96-angular,ivf,9,1000,236.078,0.996014
deep-image-96-angular,ivf,9,1100,219.464,0.996119
deep-image-96-angular,ivf,9,1200,204.856,0.996198
deep-image-96-angular,ivf,9,1300,192.722,0.996257
deep-image-96-angular,ivf,9,1400,181.419,0.9963
deep-image-96-angular,ivf,9,1500,171.244,0.996337
deep-image-96-angular,ivf,9,2000,134.028,0.996434
deep-image-96-angular,ivf,9,2500,109.974,0.99647
deep-image-96-angular,ivf,9,3000,93.7293,0.996484
deep-image-96-angular,ivf,9,3500,82.5914,0.996492
gist-960-euclidean,ivf,9,5,1769.16,0.3796
gist-960-euclidean,ivf,9,10,1476.4,0.52332
gist-960-euclidean,ivf,9,20,1177.13,0.67932
gist-960-euclidean,ivf,9,30,1003.42,0.76373
gist-960-euclidean,ivf,9,40,878.112,0.81853
gist-960-euclidean,ivf,9,50,788.453,0.85519
gist-960-euclidean,ivf,9,60,715.195,0.88218
gist-960-euclidean,ivf,9,70,658.807,0.90285
gist-960-euclidean,ivf,9,80,609.803,0.91909
gist-960-euclidean,ivf,9,90,567.839,0.9317
gist-960-euclidean,ivf,9,100,532.767,0.94225
gist-960-euclidean,ivf,9,110,500.848,0.95063
gist-960-euclidean,ivf,9,120,473.718,0.95731
gist-960-euclidean,ivf,9,130,435.723,0.96354
gist-960-euclidean,ivf,9,140,413.779,0.96847
gist-960-euclidean,ivf,9,150,408.977,0.97234
gist-960-euclidean,ivf,9,160,371.238,0.97524
gist-960-euclidean,ivf,9,170,355.571,0.97818
gist-960-euclidean,ivf,9,180,341.001,0.98068
gist-960-euclidean,ivf,9,190,345.741,0.9829
gist-960-euclidean,ivf,9,200,316.332,0.98475
gist-960-euclidean,ivf,9,240,275.036,0.98974
gist-960-euclidean,ivf,9,280,244.375,0.99299
gist-960-euclidean,ivf,9,320,219.476,0.99464
gist-960-euclidean,ivf,9,360,199.931,0.99587
gist-960-euclidean,ivf,9,400,183.571,0.99637
gist-960-euclidean,ivf,9,500,153.362,0.9971
glove-200-angular,ivf,9,5,3011.94,0.20689
glove-200-angular,ivf,9,10,2216.7,0.268018
glove-200-angular,ivf,9,20,1575.83,0.359981
glove-200-angular,ivf,9,30,1268.06,0.436623
glove-200-angular,ivf,9,40,1070.79,0.504769
glove-200-angular,ivf,9,50,936.781,0.560469
glove-200-angular,ivf,9,60,836.36,0.608658
glove-200-angular,ivf,9,70,758.471,0.649345
glove-200-angular,ivf,9,80,695.377,0.685332
glove-200-angular,ivf,9,90,642.613,0.71386
glove-200-angular,ivf,9,100,597.316,0.741763
glove-200-angular,ivf,9,110,559.958,0.766744
glove-200-angular,ivf,9,120,526.555,0.789898
glove-200-angular,ivf,9,130,478.574,0.811393
glove-200-angular,ivf,9,140,471.783,0.829735
glove-200-angular,ivf,9,150,430.447,0.846663
glove-200-angular,ivf,9,160,410.237,0.862807
glove-200-angular,ivf,9,170,394.481,0.876884
glove-200-angular,ivf,9,180,396.722,0.889527
glove-200-angular,ivf,9,190,363.183,0.902792
glove-200-angular,ivf,9,200,349.913,0.914267
glove-200-angular,ivf,9,240,304.832,0.947526
glove-200-angular,ivf,9,280,281.259,0.966768
glove-200-angular,ivf,9,320,258.244,0.979085
glove-200-angular,ivf,9,360,236.891,0.98621
glove-200-angular,ivf,9,400,219.469,0.990088
glove-200-angular,ivf,9,500,191.451,0.994112
glove-200-angular,ivf,9,600,158.948,0.994801
glove-200-angular,ivf,9,700,152.082,0.994947
glove-200-angular,ivf,9,800,138.457,0.994983
glove-200-angular,ivf,9,900,134.392,0.994997
glove-200-angular,ivf,9,1000,126.55,0.995004
instructorxl-arxiv-768,ivf,9,5,1690.3,0.67686
instructorxl-arxiv-768,ivf,9,10,1490.21,0.7843
instructorxl-arxiv-768,ivf,9,20,1217.89,0.86883
instructorxl-arxiv-768,ivf,9,30,1056.29,0.9061
instructorxl-arxiv-768,ivf,9,40,934.357,0.92764
instructorxl-arxiv-768,ivf,9,50,837.505,0.94299
instructorxl-arxiv-768,ivf,9,60,758.33,0.95321
instructorxl-arxiv-768,ivf,9,70,700.259,0.9603
instructorxl-arxiv-768,ivf,9,80,648.262,0.96626
instructorxl-arxiv-768,ivf,9,90,601.192,0.97086
instructorxl-arxiv-768,ivf,9,100,565.177,0.97417
instructorxl-arxiv-768,ivf,9,110,528.562,0.9773
instructorxl-arxiv-768,ivf,9,120,499.555,0.97985
instructorxl-arxiv-768,ivf,9,130,457.794,0.98204
instructorxl-arxiv-768,ivf,9,140,434.371,0.98396
instructorxl-arxiv-768,ivf,9,150,429.492,0.98541
instructorxl-arxiv-768,ivf,9,160,393.61,0.98668
instructorxl-arxiv-768,ivf,9,170,377.125,0.98789
instructorxl-arxiv-768,ivf,9,180,360.549,0.98874
instructorxl-arxiv-768,ivf,9,190,360.144,0.98959
instructorxl-arxiv-768,ivf,9,200,331.855,0.99055
instructorxl-arxiv-768,ivf,9,240,283.343,0.99292
instructorxl-arxiv-768,ivf,9,280,248.731,0.99435
instructorxl-arxiv-768,ivf,9,320,222.682,0.9952
instructorxl-arxiv-768,ivf,9,360,201.062,0.99597
instructorxl-arxiv-768,ivf,9,400,183.517,0.99636
instructorxl-arxiv-768,ivf,9,500,153.612,0.99711
msong-420,ivf,9,5,3134.02,0.73609
msong-420,ivf,9,10,2617.83,0.87498
msong-420,ivf,9,20,2100.32,0.95349
msong-420,ivf,9,30,1786.84,0.9757
msong-420,ivf,9,40,1563.91,0.98548
msong-420,ivf,9,50,1396.08,0.99016
msong-420,ivf,9,60,1269.44,0.99268
msong-420,ivf,9,70,1161.13,0.99434
msong-420,ivf,9,80,1070.19,0.99537
msong-420,ivf,9,90,991.782,0.99611
msong-420,ivf,9,100,925.356,0.99658
msong-420,ivf,9,110,866.65,0.99695
msong-420,ivf,9,120,816.587,0.99722
openai-1536-angular,ivf,9,5,1295.29,0.69939
openai-1536-angular,ivf,9,10,1161.76,0.77581
openai-1536-angular,ivf,9,20,983.659,0.836
openai-1536-angular,ivf,9,30,861.036,0.86713
openai-1536-angular,ivf,9,40,771.386,0.88725
openai-1536-angular,ivf,9,50,695.841,0.90166
openai-1536-angular,ivf,9,60,638.095,0.91287
openai-1536-angular,ivf,9,70,586.661,0.92199
openai-1536-angular,ivf,9,80,546.284,0.92937
openai-1536-angular,ivf,9,90,507.996,0.93553
openai-1536-angular,ivf,9,100,478.426,0.94043
openai-1536-angular,ivf,9,110,448.754,0.94454
openai-1536-angular,ivf,9,120,424.452,0.94842
openai-1536-angular,ivf,9,130,382.605,0.95162
openai-1536-angular,ivf,9,140,363.285,0.95468
openai-1536-angular,ivf,9,150,363.886,0.95761
openai-1536-angular,ivf,9,160,329.493,0.96024
openai-1536-angular,ivf,9,170,314.925,0.96227
openai-1536-angular,ivf,9,180,301.834,0.96411
openai-1536-angular,ivf,9,190,305.739,0.96632
openai-1536-angular,ivf,9,200,278.075,0.96833
openai-1536-angular,ivf,9,240,240.21,0.97358
openai-1536-angular,ivf,9,280,211.185,0.97735
openai-1536-angular,ivf,9,320,189.271,0.98036
openai-1536-angular,ivf,9,360,171.315,0.98313
openai-1536-angular,ivf,9,400,157.112,0.98519
openai-1536-angular,ivf,9,500,130.84,0.98934
openai-1536-angular,ivf,9,600,111.418,0.99165
openai-1536-angular,ivf,9,700,97.2243,0.99312
openai-1536-angular,ivf,9,800,86.3368,0.99437
openai-1536-angular,ivf,9,900,77.8936,0.99525
openai-1536-angular,ivf,9,1000,70.9569,0.99587
openai-1536-angular,ivf,9,1100,64.9623,0.99639
openai-1536-angular,ivf,9,1200,59.9171,0.99684
openai-1536-angular,ivf,9,1300,55.7461,0.9972
sift-128-euclidean,ivf,9,5,6972.49,0.578164
sift-128-euclidean,ivf,9,10,5407.91,0.728946
sift-128-euclidean,ivf,9,20,4107.79,0.85408
sift-128-euclidean,ivf,9,30,3458.56,0.908821
sift-128-euclidean,ivf,9,40,3043.34,0.938205
sift-128-euclidean,ivf,9,50,2749.01,0.955879
sift-128-euclidean,ivf,9,60,2489.87,0.967568
sift-128-euclidean,ivf,9,70,2332.68,0.975332
sift-128-euclidean,ivf,9,80,2182.18,0.980623
sift-128-euclidean,ivf,9,90,2053.02,0.984463
sift-128-euclidean,ivf,9,100,1940.86,0.987285
sift-128-euclidean,ivf,9,110,1840.93,0.9894
sift-128-euclidean,ivf,9,120,1755.58,0.991076
sift-128-euclidean,ivf,9,130,1680.91,0.9923
sift-128-euclidean,ivf,9,140,1612.54,0.993207
sift-128-euclidean,ivf,9,150,1552.39,0.993915
sift-128-euclidean,ivf,9,160,1499.7,0.994507
sift-128-euclidean,ivf,9,170,1449.14,0.994941
sift-128-euclidean,ivf,9,180,1402.89,0.995355
sift-128-euclidean,ivf,9,190,1359.28,0.995649
sift-128-euclidean,ivf,9,200,1322.76,0.995882
sift-128-euclidean,ivf,9,240,1184.17,0.996456
sift-128-euclidean,ivf,9,280,1070.86,0.996744
sift-128-euclidean,ivf,9,320,975.941,0.996875
sift-128-euclidean,ivf,9,360,896.133,0.996947
sift-128-euclidean,ivf,9,400,830.645,0.996981
sift-128-euclidean,ivf,9,500,708.603,0.997011
