dataset,method,bit,efsearch,recall,per_query_us
deep-image-96-angular,ivf,7,320,548.522,0.985914
deep-image-96-angular,ivf,7,360,507.755,0.986849
deep-image-96-angular,ivf,7,400,473.061,0.987517
deep-image-96-angular,ivf,7,500,403.887,0.988616
deep-image-96-angular,ivf,7,600,353.245,0.989238
deep-image-96-angular,ivf,7,700,316.29,0.989629
deep-image-96-angular,ivf,7,800,285.538,0.989877
deep-image-96-angular,ivf,7,900,260.503,0.990017
deep-image-96-angular,ivf,7,1000,239.875,0.990134
deep-image-96-angular,ivf,7,1100,222.338,0.990217
deep-image-96-angular,ivf,7,1200,207.654,0.990279
deep-image-96-angular,ivf,7,1300,194.231,0.990328
deep-image-96-angular,ivf,7,1400,182.325,0.990365
deep-image-96-angular,ivf,7,1500,172.054,0.990393
deep-image-96-angular,ivf,7,2000,134.726,0.99047
deep-image-96-angular,ivf,7,2500,111.454,0.990502
deep-image-96-angular,ivf,7,3000,93.9695,0.990511
gist-960-euclidean,ivf,7,5,1640.88,0.37959
gist-960-euclidean,ivf,7,10,1377.42,0.52331
gist-960-euclidean,ivf,7,20,1114.51,0.6792
gist-960-euclidean,ivf,7,30,953.876,0.76353
gist-960-euclidean,ivf,7,40,843.431,0.81824
gist-960-euclidean,ivf,7,50,760.41,0.85474
gist-960-euclidean,ivf,7,60,693.74,0.88159
gist-960-euclidean,ivf,7,70,639.924,0.90206
gist-960-euclidean,ivf,7,80,594.494,0.91813
gist-960-euclidean,ivf,7,90,555.958,0.93063
gist-960-euclidean,ivf,7,100,520.656,0.94102
gist-960-euclidean,ivf,7,110,491.032,0.94929
gist-960-euclidean,ivf,7,120,463.707,0.95579
gist-960-euclidean,ivf,7,130,425.745,0.96195
gist-960-euclidean,ivf,7,140,404.86,0.96668
gist-960-euclidean,ivf,7,150,405.567,0.97043
gist-960-euclidean,ivf,7,160,369.38,0.97323
gist-960-euclidean,ivf,7,170,353.474,0.97605
gist-960-euclidean,ivf,7,180,340.285,0.97847
gist-960-euclidean,ivf,7,190,343.802,0.98061
gist-960-euclidean,ivf,7,200,316.465,0.98235
gist-960-euclidean,ivf,7,240,279.882,0.98683
gist-960-euclidean,ivf,7,280,243.856,0.98969
gist-960-euclidean,ivf,7,320,218.59,0.99104
gist-960-euclidean,ivf,7,360,199.101,0.99203
gist-960-euclidean,ivf,7,400,183.553,0.99247
gist-960-euclidean,ivf,7,500,153.596,0.99309
gist-960-euclidean,ivf,7,600,132.597,0.99325
gist-960-euclidean,ivf,7,700,117.617,0.9933
gist-960-euclidean,ivf,7,800,105.966,0.9933
glove-200-angular,ivf,7,5,3035.0,0.206785
glove-200-angular,ivf,7,10,2239.83,0.267843
glove-200-angular,ivf,7,20,1595.11,0.359681
glove-200-angular,ivf,7,30,1290.14,0.436132
glove-200-angular,ivf,7,40,1094.89,0.50411
glove-200-angular,ivf,7,50,956.937,0.559633
glove-200-angular,ivf,7,60,853.724,0.607673
glove-200-angular,ivf,7,70,773.445,0.64818
glove-200-angular,ivf,7,80,709.152,0.683988
glove-200-angular,ivf,7,90,656.594,0.712377
glove-200-angular,ivf,7,100,611.959,0.740129
glove-200-angular,ivf,7,110,573.411,0.764941
glove-200-angular,ivf,7,120,540.125,0.787957
glove-200-angular,ivf,7,130,499.491,0.809273
glove-200-angular,ivf,7,140,485.642,0.827465
glove-200-angular,ivf,7,150,440.848,0.84425
glove-200-angular,ivf,7,160,420.644,0.860229
glove-200-angular,ivf,7,170,402.653,0.874144
glove-200-angular,ivf,7,180,403.88,0.886629
glove-200-angular,ivf,7,190,370.798,0.899744
glove-200-angular,ivf,7,200,356.914,0.911065
glove-200-angular,ivf,7,240,309.107,0.943668
glove-200-angular,ivf,7,280,274.399,0.962265
glove-200-angular,ivf,7,320,248.26,0.974004
glove-200-angular,ivf,7,360,232.935,0.980573
glove-200-angular,ivf,7,400,221.259,0.984019
glove-200-angular,ivf,7,500,192.327,0.98744
glove-200-angular,ivf,7,600,166.697,0.987951
glove-200-angular,ivf,7,700,151.895,0.988066
glove-200-angular,ivf,7,800,133.793,0.988093
glove-200-angular,ivf,7,900,135.375,0.988103
instructorxl-arxiv-768,ivf,7,5,1628.48,0.67682
instructorxl-arxiv-768,ivf,7,10,1419.33,0.78401
instructorxl-arxiv-768,ivf,7,20,1183.01,0.86834
instructorxl-arxiv-768,ivf,7,30,1022.56,0.90536
instructorxl-arxiv-768,ivf,7,40,906.129,0.92657
instructorxl-arxiv-768,ivf,7,50,815.52,0.94167
instructorxl-arxiv-768,ivf,7,60,740.544,0.95171
instructorxl-arxiv-768,ivf,7,70,679.124,0.95864
instructorxl-arxiv-768,ivf,7,80,630.847,0.9645
instructorxl-arxiv-768,ivf,7,90,587.118,0.96896
instructorxl-arxiv-768,ivf,7,100,549.27,0.97209
instructorxl-arxiv-768,ivf,7,110,517.637,0.97513
instructorxl-arxiv-768,ivf,7,120,487.911,0.97754
instructorxl-arxiv-768,ivf,7,130,451.556,0.97959
instructorxl-arxiv-768,ivf,7,140,427.862,0.98147
instructorxl-arxiv-768,ivf,7,150,423.001,0.98286
instructorxl-arxiv-768,ivf,7,160,390.278,0.98406
instructorxl-arxiv-768,ivf,7,170,372.628,0.98517
instructorxl-arxiv-768,ivf,7,180,356.521,0.98601
instructorxl-arxiv-768,ivf,7,190,356.093,0.98679
instructorxl-arxiv-768,ivf,7,200,329.768,0.98764
instructorxl-arxiv-768,ivf,7,240,284.903,0.98984
instructorxl-arxiv-768,ivf,7,280,247.631,0.99116
instructorxl-arxiv-768,ivf,7,320,220.236,0.9919
instructorxl-arxiv-768,ivf,7,360,199.495,0.9926
instructorxl-arxiv-768,ivf,7,400,182.212,0.99291
instructorxl-arxiv-768,ivf,7,500,150.167,0.99359
instructorxl-arxiv-768,ivf,7,600,128.958,0.99389
instructorxl-arxiv-768,ivf,7,700,112.348,0.99402
instructorxl-arxiv-768,ivf,7,800,99.7245,0.9941
instructorxl-arxiv-768,ivf,7,900,89.6649,0.99415
instructorxl-arxiv-768,ivf,7,1000,81.3481,0.9942
instructorxl-arxiv-768,ivf,7,1100,74.5536,0.99424
instructorxl-arxiv-768,ivf,7,1200,68.7999,0.99425
instructorxl-arxiv-768,ivf,7,1300,63.878,0.99426
instructorxl-arxiv-768,ivf,7,1400,62.9363,0.99428
instructorxl-arxiv-768,ivf,7,1500,59.027,0.99429
instructorxl-arxiv-768,ivf,7,2000,45.1159,0.99429
msong-420,ivf,7,5,3052.98,0.73597
msong-420,ivf,7,10,2561.95,0.87441
msong-420,ivf,7,20,2056.28,0.95203
msong-420,ivf,7,30,1749.41,0.97364
msong-420,ivf,7,40,1540.58,0.98305
msong-420,ivf,7,50,1385.64,0.98745
msong-420,ivf,7,60,1256.12,0.98978
msong-420,ivf,7,70,1148.21,0.99129
msong-420,ivf,7,80,1063.53,0.99221
msong-420,ivf,7,90,985.837,0.9929
msong-420,ivf,7,100,917.934,0.99331
msong-420,ivf,7,110,863.75,0.99367
msong-420,ivf,7,120,813.15,0.99391
msong-420,ivf,7,130,783.697,0.99403
msong-420,ivf,7,140,748.351,0.99413
msong-420,ivf,7,150,706.815,0.99423
msong-420,ivf,7,160,673.331,0.99431
msong-420,ivf,7,170,642.762,0.9944
msong-420,ivf,7,180,635.173,0.99449
msong-420,ivf,7,190,588.318,0.99453
msong-420,ivf,7,200,568.207,0.99455
msong-420,ivf,7,240,497.058,0.99467
msong-420,ivf,7,280,441.244,0.99474
msong-420,ivf,7,320,397.057,0.99475
msong-420,ivf,7,360,359.323,0.99476
openai-1536-angular,ivf,7,5,1263.54,0.69922
openai-1536-angular,ivf,7,10,1136.52,0.77558
openai-1536-angular,ivf,7,20,967.291,0.83573
openai-1536-angular,ivf,7,30,849.275,0.86682
openai-1536-angular,ivf,7,40,759.753,0.8869
openai-1536-angular,ivf,7,50,690.862,0.90126
openai-1536-angular,ivf,7,60,632.02,0.91242
openai-1536-angular,ivf,7,70,584.211,0.92148
openai-1536-angular,ivf,7,80,543.049,0.92882
openai-1536-angular,ivf,7,90,507.262,0.93487
openai-1536-angular,ivf,7,100,476.013,0.9397
openai-1536-angular,ivf,7,110,448.731,0.9438
openai-1536-angular,ivf,7,120,423.739,0.94762
openai-1536-angular,ivf,7,130,380.855,0.95076
openai-1536-angular,ivf,7,140,362.268,0.9538
openai-1536-angular,ivf,7,150,363.833,0.9567
openai-1536-angular,ivf,7,160,328.853,0.95931
openai-1536-angular,ivf,7,170,314.517,0.96133
openai-1536-angular,ivf,7,180,301.395,0.96309
openai-1536-angular,ivf,7,190,306.723,0.96522
openai-1536-angular,ivf,7,200,278.08,0.96719
openai-1536-angular,ivf,7,240,240.703,0.97228
openai-1536-angular,ivf,7,280,212.287,0.97594
openai-1536-angular,ivf,7,320,190.365,0.97883
openai-1536-angular,ivf,7,360,172.394,0.98139
openai-1536-angular,ivf,7,400,158.184,0.98342
openai-1536-angular,ivf,7,500,131.2,0.98736
openai-1536-angular,ivf,7,600,112.093,0.9895
openai-1536-angular,ivf,7,700,98.0631,0.99093
openai-1536-angular,ivf,7,800,87.0768,0.99202
openai-1536-angular,ivf,7,900,78.5911,0.9928
openai-1536-angular,ivf,7,1000,71.531,0.99333
openai-1536-angular,ivf,7,1100,65.4594,0.99381
openai-1536-angular,ivf,7,1200,60.4674,0.99424
openai-1536-angular,ivf,7,1300,56.1727,0.99453
openai-1536-angular,ivf,7,1400,52.6463,0.99483
openai-1536-angular,ivf,7,1500,49.4663,0.99512
openai-1536-angular,ivf,7,2000,41.7528,0.99569
openai-1536-angular,ivf,7,2500,41.7664,0.99569
sift-128-euclidean,ivf,7,5,7519.11,0.578072
sift-128-euclidean,ivf,7,10,5859.23,0.728681
sift-128-euclidean,ivf,7,20,4431.8,0.853394
sift-128-euclidean,ivf,7,30,3721.37,0.907651
sift-128-euclidean,ivf,7,40,3244.88,0.936547
sift-128-euclidean,ivf,7,50,2927.49,0.953721
sift-128-euclidean,ivf,7,60,2681.91,0.965006
sift-128-euclidean,ivf,7,70,2486.95,0.972364
sift-128-euclidean,ivf,7,80,2320.26,0.97731
sift-128-euclidean,ivf,7,90,2169.92,0.980841
sift-128-euclidean,ivf,7,100,2046.81,0.983404
sift-128-euclidean,ivf,7,110,1930.02,0.985302
sift-128-euclidean,ivf,7,120,1824.45,0.986784
sift-128-euclidean,ivf,7,130,1776.91,0.987822
sift-128-euclidean,ivf,7,140,1706.8,0.988621
sift-128-euclidean,ivf,7,150,1627.53,0.989226
sift-128-euclidean,ivf,7,160,1599.66,0.989733
sift-128-euclidean,ivf,7,170,1510.71,0.990099
sift-128-euclidean,ivf,7,180,1458.03,0.990428
sift-128-euclidean,ivf,7,190,1416.0,0.990674
sift-128-euclidean,ivf,7,200,1397.42,0.990865
sift-128-euclidean,ivf,7,240,1246.19,0.991343
sift-128-euclidean,ivf,7,280,1131.73,0.99156
sift-128-euclidean,ivf,7,320,1026.25,0.99166
sift-128-euclidean,ivf,7,360,930.769,0.991709
sift-128-euclidean,ivf,7,400,857.883,0.991733
sift-128-euclidean,ivf,7,500,718.649,0.99175
sift-128-euclidean,ivf,7,600,631.604,0.991756
