dataset,efsearch,recall,per_query_us,total_time,distance_time
glove-200-angular_100k,30,83.68,3159.57,3.14692,3.07795
glove-200-angular_100k,40,87.27,3642.76,3.63011,3.54931
glove-200-angular_100k,50,87.84,3976.09,3.96345,3.87462
glove-200-angular_100k,60,87.88,4155.66,4.14301,4.04225
glove-200-angular_100k,70,87.89,4243.88,4.23123,4.12659
glove-200-angular_100k,80,87.89,4254.1,4.24146,4.13567
glove-200-angular_10k,5,54.59,179.709,0.166045,0.161336
glove-200-angular_10k,10,74.31,283.875,0.270211,0.262908
glove-200-angular_10k,20,86.01,398.969,0.385305,0.374858
glove-200-angular_10k,30,86.67,422.525,0.408861,0.396899
glove-200-angular_10k,40,86.7,428.362,0.414698,0.401998
glove-200-angular_10k,50,86.7,431.429,0.417765,0.404323
glove-200-angular_1k,5,89.07,72.2121,0.058452,0.0579212
glove-200-angular_1k,10,96.9,81.1341,0.067374,0.0652842
glove-200-angular_1k,20,96.91,83.1251,0.069365,0.066889
glove-200-angular_1k,30,96.91,83.7691,0.070009,0.0672381
glove-25-angular_100k,5,80.25,48.2081,0.047262,0.044163
glove-25-angular_100k,10,90.3,73.7211,0.072775,0.0773183
glove-25-angular_100k,20,96.0,147.935,0.146989,0.136388
glove-25-angular_100k,30,97.8,210.218,0.209272,0.193864
glove-25-angular_100k,40,98.66,270.144,0.269198,0.249325
glove-25-angular_100k,50,99.08,328.293,0.327347,0.303398
glove-25-angular_100k,60,99.33,384.593,0.383647,0.355669
glove-25-angular_100k,70,99.49,438.853,0.437907,0.406484
glove-25-angular_100k,80,99.65,493.757,0.492811,0.457706
glove-25-angular_100k,5,80.25,49.991,0.048796,0.0442339
glove-25-angular_100k,10,90.3,86.302,0.085107,0.0780516
glove-25-angular_100k,20,96.0,146.606,0.145411,0.137806
glove-25-angular_100k,30,97.8,213.613,0.212418,0.196154
glove-25-angular_100k,40,98.66,274.565,0.27337,0.252486
glove-25-angular_100k,50,99.08,330.072,0.328877,0.307607
glove-25-angular_100k,60,99.33,389.091,0.387896,0.362119
glove-25-angular_100k,70,99.49,442.853,0.441658,0.412433
glove-25-angular_100k,80,99.65,502.641,0.501446,0.464353
glove-25-angular_100k,5,80.25,49.1817,0.04799,0.0439553
glove-25-angular_100k,10,90.3,79.5427,0.078351,0.0772936
glove-25-angular_100k,20,96.0,148.034,0.146842,0.136187
glove-25-angular_100k,30,97.8,210.525,0.209333,0.193821
glove-25-angular_100k,40,98.66,267.893,0.266701,0.25043
glove-25-angular_100k,50,99.08,328.711,0.327519,0.303548
glove-25-angular_100k,60,99.33,384.759,0.383567,0.355533
glove-25-angular_100k,70,99.49,435.444,0.434252,0.406681
glove-25-angular_100k,80,99.65,493.786,0.492594,0.457561
glove-50-angular_100k,5,73.3,96.0325,0.094364,0.0930262
glove-50-angular_100k,10,84.33,169.426,0.167757,0.159635
glove-50-angular_100k,20,92.04,289.747,0.288078,0.27743
glove-50-angular_100k,30,95.0,410.911,0.409242,0.390161
glove-50-angular_100k,40,96.57,507.979,0.50631,0.482312
glove-50-angular_100k,50,97.46,604.113,0.602444,0.574059
glove-50-angular_100k,60,98.0,694.479,0.69281,0.660207
glove-50-angular_100k,70,98.36,778.487,0.776818,0.740337
glove-50-angular_100k,80,98.55,859.054,0.857385,0.816732
glove-50-angular_100k,90,98.63,934.901,0.933232,0.888858
glove-50-angular_100k,100,98.71,1008.26,1.00659,0.957368
glove-50-angular_100k,110,98.77,1075.55,1.07388,1.02298
glove-50-angular_100k,120,98.79,1138.77,1.1371,1.08287
glove-50-angular_100k,130,98.8,1201.74,1.20007,1.14235
glove-50-angular_100k,5,73.3,98.5889,0.097485,0.0931686
glove-50-angular_100k,10,84.33,170.882,0.169778,0.161367
glove-50-angular_100k,20,92.04,297.996,0.296892,0.281975
glove-50-angular_100k,30,95.0,407.264,0.40616,0.388447
glove-50-angular_100k,40,96.57,511.757,0.510653,0.4894
glove-50-angular_100k,50,97.46,614.228,0.613124,0.586997
glove-50-angular_100k,60,98.0,697.54,0.696436,0.670172
glove-50-angular_100k,70,98.36,790.709,0.789605,0.751136
glove-50-angular_100k,80,98.55,872.655,0.871551,0.828631
glove-50-angular_100k,90,98.63,962.218,0.961114,0.914449
glove-50-angular_100k,100,98.71,1027.78,1.02668,0.976302
glove-50-angular_100k,110,98.77,1100.53,1.09942,1.04512
glove-50-angular_100k,120,98.79,1171.37,1.17027,1.11291
glove-50-angular_100k,130,98.8,1226.97,1.22586,1.16493
glove-50-angular_100k,5,73.3,100.027,0.097053,0.0938318
glove-50-angular_100k,10,84.33,173.134,0.17016,0.161978
glove-50-angular_100k,20,92.04,297.205,0.294231,0.282174
glove-50-angular_100k,30,95.0,413.865,0.410891,0.391551
glove-50-angular_100k,40,96.57,523.47,0.520496,0.496139
glove-50-angular_100k,50,97.46,619.323,0.616349,0.58758
glove-50-angular_100k,60,98.0,713.174,0.7102,0.677275
glove-50-angular_100k,70,98.36,800.7,0.797726,0.76071
glove-50-angular_100k,80,98.55,883.111,0.880137,0.839015
glove-50-angular_100k,90,98.63,963.653,0.960679,0.916256
glove-50-angular_100k,100,98.71,1032.91,1.02994,0.981687
glove-50-angular_100k,110,98.77,1107.57,1.1046,1.05316
glove-50-angular_100k,120,98.79,1179.51,1.17653,1.12171
glove-50-angular_100k,130,98.8,1235.64,1.23266,1.17427
instructorxl-arxiv-768,5,45.07,1335.87,1.17612,0.697843
instructorxl-arxiv-768,10,50.51,1912.86,1.75311,1.45171
instructorxl-arxiv-768,20,54.03,2512.99,2.35324,2.8918
instructorxl-arxiv-768,30,55.5,2746.83,2.58708,2.164
instructorxl-arxiv-768,40,56.33,3286.49,3.12674,2.67477
instructorxl-arxiv-768,50,56.81,3788.06,3.62831,3.11262
instructorxl-arxiv-768,60,57.07,4287.84,4.12809,3.60821
instructorxl-arxiv-768,70,57.36,4754.55,4.5948,4.06863
instructorxl-arxiv-768,80,57.52,5208.91,5.04916,4.51045
openai-1536-angular,5,74.81,1879.36,1.25408,0.81308
openai-1536-angular,10,81.83,2550.14,1.92487,2.66825
openai-1536-angular,20,87.13,2914.93,2.28965,2.27248
openai-1536-angular,5,74.81,1931.45,1.30607,0.954092
openai-1536-angular,10,81.83,2435.28,1.8099,1.56347
openai-1536-angular,20,87.13,2971.15,2.34577,2.5474
openai-1536-angular,30,89.72,3458.25,2.83287,2.36705
openai-1536-angular,40,91.71,4016.38,3.39099,2.90321
openai-1536-angular,50,93.11,4576.13,3.95075,3.43856
openai-1536-angular,60,94.01,5081.49,4.45611,3.93904
openai-1536-angular,70,94.75,5585.36,4.95998,4.42317
openai-1536-angular,80,95.27,6048.84,5.42345,4.87827
openai-1536-angular,90,95.69,6512.0,5.88661,5.32518
openai-1536-angular,100,96.1,6949.21,6.32383,5.74366
openai-1536-angular,110,96.42,7373.92,6.74854,6.16973
openai-1536-angular,120,96.63,7795.46,7.17007,6.57458
openai-1536-angular,130,96.82,8198.64,7.57326,6.97018
openai-1536-angular,140,97.07,8591.59,7.96621,7.35117
openai-1536-angular,150,97.18,8984.12,8.35874,7.727
openai-1536-angular,160,97.38,9343.27,8.71789,8.08348
openai-1536-angular,170,97.5,9727.2,9.10182,8.45034
openai-1536-angular,180,97.64,10091.0,9.4656,8.79108
openai-1536-angular,190,97.8,10430.6,9.80521,9.12967
openai-1536-angular,200,97.94,10779.3,10.1539,9.45561
openai-1536-angular,240,98.28,12111.1,11.4857,10.7406
openai-1536-angular,280,98.53,13350.5,12.7251,11.9162
openai-1536-angular,320,98.75,14551.8,13.9265,13.0427
openai-1536-angular,360,98.94,15636.7,15.0114,14.0881
openai-1536-angular,400,99.1,16670.6,16.0452,15.0564
openai-1536-angular,500,99.32,19022.9,18.3975,17.2952
openai-1536-angular,600,99.42,21099.6,20.4742,19.263
openai-1536-angular,700,99.51,22962.8,22.3374,21.0279
glove-200-angula_1000k,5,40.861,2010.16,20.0138,19.1723
glove-200-angula_1000k,10,51.114,3810.49,38.0171,36.921
glove-200-angula_1000k,20,64.814,7332.91,73.2414,71.5822
glove-200-angula_1000k,30,73.8,10757.4,107.486,105.354
glove-200-angula_1000k,40,80.536,14168.4,141.596,138.378
glove-200-angula_1000k,50,84.991,17361.3,173.526,168.73
glove-200-angula_1000k,60,87.969,20502.2,204.934,199.291
glove-200-angula_1000k,70,89.996,23508.0,234.992,228.564
glove-200-angula_1000k,80,91.431,26411.0,264.022,256.906
glove-200-angula_1000k,90,92.303,29216.6,292.079,284.295
glove-200-angula_1000k,100,92.929,31959.5,319.507,311.047
glove-200-angula_1000k,110,93.372,34590.8,345.82,336.718
glove-200-angula_1000k,120,93.715,37092.0,370.833,361.108
glove-200-angula_1000k,130,93.983,39750.1,397.413,386.986
glove-200-angula_1000k,140,94.159,41950.0,419.412,408.453
glove-200-angula_1000k,150,94.298,44178.4,441.696,430.166
glove-200-angula_1000k,160,94.391,46417.4,464.086,452.006
glove-200-angula_1000k,170,94.473,48504.2,484.955,472.342
glove-200-angula_1000k,180,94.513,50955.3,509.465,496.23
glove-200-angula_1000k,190,94.563,53091.9,530.831,517.054
glove-200-angula_1000k,200,94.588,54994.0,549.852,535.617
glove-200-angula_1000k,240,94.642,61265.4,612.566,596.698
glove-200-angula_1000k,280,94.667,66929.6,669.209,651.898
glove-200-angula_1000k,320,94.678,71621.0,716.122,697.615
glove-200-angula_1000k,360,94.68,75060.8,750.52,731.106
