dataset,efsearch,recall,per_query_us,dimensionality
nytimes-16-angular,200,99.56,330.418,51862648
nytimes-16-angular,250,99.79,415.158,62717284
nytimes-16-angular,300,99.8,461.455,73134132
nytimes-16-angular,350,99.81,531.066,83242452
nytimes-16-angular,400,99.81,601.017,92992120
openai-1536-angular,10,76.18,848.173,213733568
openai-1536-angular,20,86.31,913.532,256614048
openai-1536-angular,30,90.2,971.307,289388288
openai-1536-angular,40,92.56,1013.45,319017376
openai-1536-angular,50,93.71,1058.45,346629344
openai-1536-angular,60,94.54,1115.83,372952736
openai-1536-angular,70,95.2,1158.5,398411328
openai-1536-angular,80,95.91,1195.74,423300704
openai-1536-angular,100,96.63,1522.75,470164960
openai-1536-angular,200,98.2,1886.57,680121088
openai-1536-angular,300,98.51,2238.52,865423712
openai-1536-angular,400,98.73,2563.62,1036498848
openai-1536-angular,500,98.85,2871.12,1197049120
openai-1536-angular,600,98.92,3168.24,1349657536
openai-1536-angular,700,98.95,3459.73,1495549344
openai-1536-angular,800,98.99,3743.6,1636626720
sift-128-euclidean,5,76.35,59.4311,27761376
sift-128-euclidean,10,76.35,56.8561,27761376
sift-128-euclidean,15,83.59,69.5511,33415360
sift-128-euclidean,20,87.41,81.4401,38364736
sift-128-euclidean,25,89.97,88.5221,43115776
sift-128-euclidean,30,91.68,102.188,47527808
sift-128-euclidean,35,93.19,112.53,51982400
sift-128-euclidean,40,94.24,123.361,56343680
sift-128-euclidean,100,98.51,237.109,102642464
sift-128-euclidean,200,99.53,403.601,165611872
sift-128-euclidean,300,99.71,562.239,219204192
sift-128-euclidean,400,99.77,707.975,267027040
sift-128-euclidean,500,99.8,849.449,310644224
sift-128-euclidean,600,99.81,976.576,351289920
sift-128-euclidean,700,99.82,1115.3,389614432
sift-128-euclidean,800,99.83,1240.81,425989344
