dataset,efsearch,recall,per_query_us,dimensionality
gist-960-euclidean,800,98.57,4562.48,2043367520
glove-200-angular,500,83.49,1899.08,1322581536
glove-200-angular,1000,86.3,3528.65,2261755024
glove-200-angular,1500,87.47,5113.48,3050755040
glove-200-angular,2000,88.24,6599.46,3743336976
glove-200-angular,2500,88.64,8029.22,4363437408
glove-200-angular,3000,88.81,9330.17,4923885560
glove-200-angular,3500,89.09,10578.3,5436935136
glove-200-angular,4000,89.25,11781.1,5905591864
glove-200-angular,5000,89.52,13944.8,6753738344
glove-200-angular,6000,89.71,16003.8,7503624296
glove-200-angular,7000,89.83,17924.6,8174527040
glove-200-angular,8000,89.89,19621.1,8783793656
glove-50-angular,50,60.25,313.06,81073620
glove-50-angular,100,61.37,536.892,140344312
glove-50-angular,150,61.86,737.678,192781738
glove-50-angular,200,62.29,939.856,243334138
glove-50-angular,250,62.63,1151.33,292695536
glove-50-angular,300,63.07,1343.55,343100502
glove-50-angular,350,63.5,1513.56,389199358
glove-50-angular,400,63.76,1691.32,432824068
glove-50-angular,500,64.08,2075.31,520424136
glove-50-angular,600,64.6,2445.01,607387808
glove-50-angular,700,65.0,2788.27,691705234
glove-50-angular,800,65.31,3143.88,774611264
instructorxl-arxiv-768,10,55.15,327.215,83989632
instructorxl-arxiv-768,20,85.42,449.513,137962624
instructorxl-arxiv-768,30,89.47,501.049,159598688
instructorxl-arxiv-768,40,92.13,554.225,180077056
instructorxl-arxiv-768,50,94.04,608.432,199947264
instructorxl-arxiv-768,60,95.05,654.757,218976160
instructorxl-arxiv-768,70,95.58,703.981,236672736
instructorxl-arxiv-768,80,96.14,742.358,254271776
instructorxl-arxiv-768,100,97.22,1170.75,289000448
instructorxl-arxiv-768,200,98.71,1759.53,446818688
instructorxl-arxiv-768,300,99.16,2287.27,588714656
instructorxl-arxiv-768,400,99.38,2781.67,720342720
instructorxl-arxiv-768,500,99.51,3198.41,844844128
instructorxl-arxiv-768,600,99.57,3181.34,962912896
instructorxl-arxiv-768,700,99.63,3288.5,1076482496
instructorxl-arxiv-768,800,99.68,3469.28,1185893056
msong-420,10,74.37,169.535,64371112
msong-420,20,87.96,207.129,89073324
msong-420,30,92.35,245.564,108986748
msong-420,40,94.7,283.777,127608688
msong-420,50,96.02,322.253,145213988
msong-420,60,96.93,345.835,162071112
msong-420,70,97.58,376.504,178296700
msong-420,80,98.07,405.039,193900328
msong-420,100,98.76,484.176,224528492
msong-420,200,99.58,750.258,358916656
msong-420,300,99.85,982.38,476325504
msong-420,400,99.86,1202.59,583216196
msong-420,500,99.87,1414.93,683020200
msong-420,600,99.87,1617.34,776837384
msong-420,700,99.87,1801.83,866800104
msong-420,800,99.87,2006.09,953292424
nytimes-16-angular,5,76.72,93.0277,6922820
nytimes-16-angular,10,76.72,85.4657,6922820
nytimes-16-angular,15,82.0,111.739,8804380
nytimes-16-angular,20,83.29,138.808,10822100
nytimes-16-angular,25,84.29,162.418,12711296
nytimes-16-angular,30,84.51,186.423,14551368
nytimes-16-angular,35,84.71,207.542,16336596
nytimes-16-angular,40,84.8,228.421,17993788
nytimes-16-angular,50,0.0,142.901,17321016
nytimes-16-angular,100,0.0,252.73,30115720
nytimes-16-angular,150,0.0,368.695,42405376
nytimes-16-angular,200,0.0,479.543,54179504
nytimes-16-angular,250,0.0,576.478,65485152
nytimes-16-angular,300,0.0,682.315,76373440
nytimes-16-angular,350,0.0,777.355,86909560
nytimes-16-angular,400,0.0,870.729,97148888
openai-1536-angular,10,77.57,909.583,151308480
openai-1536-angular,20,87.57,989.231,188881344
openai-1536-angular,30,91.08,1051.51,216968384
openai-1536-angular,40,92.93,1112.29,242294240
openai-1536-angular,50,93.91,1175.5,265973920
openai-1536-angular,60,94.8,1226.29,288832928
openai-1536-angular,70,95.37,1274.36,310257024
openai-1536-angular,80,95.98,1319.85,331682400
openai-1536-angular,100,96.69,1829.59,372117696
openai-1536-angular,200,98.27,2428.26,555508160
openai-1536-angular,300,98.73,3049.07,720031424
openai-1536-angular,400,98.99,3272.29,873350720
openai-1536-angular,500,99.17,3134.51,1018068480
openai-1536-angular,600,99.28,3444.88,1156385632
openai-1536-angular,700,99.32,3792.47,1289361856
openai-1536-angular,800,99.36,4134.77,1417492832
sift-128-euclidean,5,76.63,68.2517,32578304
sift-128-euclidean,10,76.63,64.7047,32578304
sift-128-euclidean,15,83.66,78.9287,39891456
sift-128-euclidean,20,87.68,88.2897,46592352
sift-128-euclidean,25,90.24,103.651,52792320
sift-128-euclidean,30,92.09,117.543,58924448
sift-128-euclidean,35,93.08,131.242,64594880
sift-128-euclidean,40,94.15,140.795,70329120
sift-128-euclidean,100,98.33,260.797,132360704
sift-128-euclidean,200,99.42,436.781,221803872
sift-128-euclidean,300,99.59,597.372,301734688
sift-128-euclidean,400,99.7,754.547,375688928
sift-128-euclidean,500,99.74,902.16,445573792
sift-128-euclidean,600,99.75,1043.64,511831328
sift-128-euclidean,700,99.76,1191.67,575409216
sift-128-euclidean,800,99.76,1331.69,636748992
